date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:08	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:08%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg	(from https://tewimakehotel.com/en/home/)
13:52:09	422875/422875	---MCZ	200	added ('OK')	text/html	etag:%229756-1773228564;gz%22	https://tewimakehotel.com/en/family-cabin/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/family-cabin/index.html	(from https://tewimakehotel.com/en/home/)
13:52:09	425656/425656	---MCZ	200	added ('OK')	text/html	etag:%229738-1773227446;gz%22	https://tewimakehotel.com/en/presidential-family-cabins/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-family-cabins/index.html	(from https://tewimakehotel.com/en/home/)
13:52:09	451859/451859	---MCZ	200	added ('OK')	text/html	etag:%229759-1773228827;gz%22	https://tewimakehotel.com/en/suites-2/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/suites-2/index.html	(from https://tewimakehotel.com/en/home/)
13:52:10	425962/425962	---MCZ	200	added ('OK')	text/html	etag:%229831-1773233197;gz%22	https://tewimakehotel.com/en/presidential-cabins/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/presidential-cabins/index.html	(from https://tewimakehotel.com/en/home/)
13:52:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:10%20GMT	https://tewimakehotel.com/en/home/'https://tewimakehotel.com/wp-content/uploads/2023/11/1.png'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/'https_/tewimakehotel.com/wp-content/uploads/2023/11/1.png'	(from https://tewimakehotel.com/en/home/)
13:52:11	381705/381705	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:11%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2023/11/1.png	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2023/11/1.png	(from https://tewimakehotel.com/en/home/)
13:52:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:12%20GMT	https://tewimakehotel.com/en/home/'https://tewimakehotel.com/wp-content/uploads/2023/11/3.png'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/'https_/tewimakehotel.com/wp-content/uploads/2023/11/3.png'	(from https://tewimakehotel.com/en/home/)
13:52:12	400877/400877	---MCZ	200	added ('OK')	text/html	etag:%229739-1773227496;gz%22	https://tewimakehotel.com/en/experiences/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/experiences/index.html	(from https://tewimakehotel.com/en/home/)
13:52:12	402546/402546	---MCZ	200	added ('OK')	text/html	etag:%229906-1773238738;gz%22	https://tewimakehotel.com/en/contact-us/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/contact-us/index.html	(from https://tewimakehotel.com/en/home/)
13:52:13	447233/447233	---MCZ	200	added ('OK')	text/html	etag:%229903-1773238496;gz%22	https://tewimakehotel.com/en/services/	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/services/index.html	(from https://tewimakehotel.com/en/home/)
13:52:13	381705/381705	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:13%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2023/11/3.png	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2023/11/3.png	(from https://tewimakehotel.com/en/home/)
13:52:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:14%20GMT	https://tewimakehotel.com/en/home/'https://tewimakehotel.com/wp-content/uploads/2024/08/DJI_0910-2.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/'https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0910-2.jpg'	(from https://tewimakehotel.com/en/home/)
13:52:15	381777/381777	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:15%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0910-2.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0910-2.jpg	(from https://tewimakehotel.com/en/home/)
13:52:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:16%20GMT	https://tewimakehotel.com/en/home/'https://tewimakehotel.com/wp-content/uploads/2023/11/5.png'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/'https_/tewimakehotel.com/wp-content/uploads/2023/11/5.png'	(from https://tewimakehotel.com/en/home/)
13:52:17	381705/381705	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:17%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2023/11/5.png	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2023/11/5.png	(from https://tewimakehotel.com/en/home/)
13:52:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:18%20GMT	https://tewimakehotel.com/en/home/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1429-2.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1429-2.jpg'	(from https://tewimakehotel.com/en/home/)
13:52:19	381777/381777	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:19%20GMT	https://tewimakehotel.com/en/home/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1429-2.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/home/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1429-2.jpg	(from https://tewimakehotel.com/en/home/)
13:52:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:20%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/DJI_0913-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0913-scaled.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:21	381873/381873	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:21%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0913-scaled.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0913-scaled.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:22%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9676.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9676.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:23	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:23%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9676.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9676.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:24%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1444.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1444.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:25	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:25%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1444.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1444.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:26%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9691.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9691.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:27	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:27%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9691.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9691.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:28%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9692.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9692.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:29	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:29%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9692.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9692.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:30%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9690.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9690.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:31	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:31%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9690.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9690.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:32%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9665.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9665.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:33	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:33%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9665.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9665.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:34%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9672.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9672.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:36	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:36%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9672.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9672.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:36%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9663.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9663.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:37	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:37%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9663.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9663.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:38%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:39	381873/381873	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:39%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/DJI_0916-scaled.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:40%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9702.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9702.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:42	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:41%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9702.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9702.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:43%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9666.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9666.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:44	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:43%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9666.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9666.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:51%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1437.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1437.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:55	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:54%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1437.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1437.27.delayed	(from https://tewimakehotel.com/en/glampings-2/)
13:52:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:55%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9664.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9664.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:56	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:56%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9664.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9664.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:57%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9684.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9684.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:52:58	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:22:58%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9684.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9684.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:52:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:22:59%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_9687.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9687.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:53:00	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:23:00%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9687.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_9687.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:53:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:23:01%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1435.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1435.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:53:02	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:23:02%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1435.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1435.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:53:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:23:03%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1433.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1433.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:53:04	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:23:04%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1433.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1433.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:53:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:23:05%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1438.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1438.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:53:06	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:23:06%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1438.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1438.jpg	(from https://tewimakehotel.com/en/glampings-2/)
13:53:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Mar%202026%2008:23:07%20GMT	https://tewimakehotel.com/en/glampings-2/'https://tewimakehotel.com/wp-content/uploads/2024/08/IMG_1441.jpg'	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/'https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1441.jpg'	(from https://tewimakehotel.com/en/glampings-2/)
13:53:08	381817/381817	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Mar%202026%2008:23:08%20GMT	https://tewimakehotel.com/en/glampings-2/https:/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1441.jpg	/Users/a369/Desktop/tewimake-clone/tewimakehotel.com/en/glampings-2/https_/tewimakehotel.com/wp-content/uploads/2024/08/IMG_1441.jpg	(from https://tewimakehotel.com/en/glampings-2/)
